id"checkpoint_id"camper_id"checkin"checkin_date"created"updated
28868"1413"39969"t"2022-09-05 07:02:06.947165-05"2022-09-05 07:02:06.957663-05"2022-09-05 07:02:06.957676-05
28867"1413"39973"t"2022-09-05 07:02:07.232486-05"2022-09-05 07:02:06.829605-05"2022-09-05 07:02:07.244006-05
28869"1413"40131"t"2022-09-05 07:02:07.363172-05"2022-09-05 07:02:07.105725-05"2022-09-05 07:02:07.3732-05
28870"1413"40140"t"2022-09-05 07:02:07.500377-05"2022-09-05 07:02:07.511665-05"2022-09-05 07:02:07.511677-05
28871"1413"40117"t"2022-09-05 07:02:08.000739-05"2022-09-05 07:02:08.011604-05"2022-09-05 07:02:08.011617-05
28872"1413"35055"t"2022-09-05 07:02:08.588769-05"2022-09-05 07:02:08.599547-05"2022-09-05 07:02:08.59956-05
28873"1413"40057"t"2022-09-05 07:02:12.113491-05"2022-09-05 07:02:12.120557-05"2022-09-05 07:02:12.120574-05
28874"1413"40041"t"2022-09-05 07:02:18.61502-05"2022-09-05 07:02:18.620161-05"2022-09-05 07:02:18.620173-05
28875"1413"39922"t"2022-09-05 07:02:18.661361-05"2022-09-05 07:02:18.674004-05"2022-09-05 07:02:18.674016-05
28876"1413"39983"t"2022-09-05 07:02:20.265634-05"2022-09-05 07:02:20.27134-05"2022-09-05 07:02:20.271353-05
28877"1413"40009"t"2022-09-05 07:02:21.201808-05"2022-09-05 07:02:21.20697-05"2022-09-05 07:02:21.206982-05
28878"1413"40066"t"2022-09-05 07:02:22.076032-05"2022-09-05 07:02:22.081366-05"2022-09-05 07:02:22.081417-05
28879"1413"40144"t"2022-09-05 07:02:25.567927-05"2022-09-05 07:02:25.57335-05"2022-09-05 07:02:25.573364-05
28880"1413"39916"t"2022-09-05 07:02:28.881137-05"2022-09-05 07:02:28.886516-05"2022-09-05 07:02:28.886529-05
28881"1413"40103"t"2022-09-05 07:02:29.067769-05"2022-09-05 07:02:29.0737-05"2022-09-05 07:02:29.073713-05
28882"1413"40126"t"2022-09-05 07:02:32.665431-05"2022-09-05 07:02:32.676524-05"2022-09-05 07:02:32.676536-05
28883"1413"40020"t"2022-09-05 07:02:33.890181-05"2022-09-05 07:02:33.895289-05"2022-09-05 07:02:33.8953-05
28884"1413"40061"t"2022-09-05 07:02:38.523497-05"2022-09-05 07:02:38.528558-05"2022-09-05 07:02:38.52857-05
28885"1413"40113"t"2022-09-05 07:02:38.704002-05"2022-09-05 07:02:38.709441-05"2022-09-05 07:02:38.709453-05
28886"1413"40070"t"2022-09-05 07:02:39.531042-05"2022-09-05 07:02:39.536209-05"2022-09-05 07:02:39.536221-05
28887"1413"39901"t"2022-09-05 07:02:45.075873-05"2022-09-05 07:02:45.081056-05"2022-09-05 07:02:45.081068-05
28888"1413"40138"t"2022-09-05 07:02:45.288275-05"2022-09-05 07:02:45.294563-05"2022-09-05 07:02:45.294582-05
28889"1413"40045"t"2022-09-05 07:02:45.93309-05"2022-09-05 07:02:45.938323-05"2022-09-05 07:02:45.938335-05
28890"1413"40001"t"2022-09-05 07:02:47.206894-05"2022-09-05 07:02:47.212045-05"2022-09-05 07:02:47.212057-05
28891"1413"39972"t"2022-09-05 07:02:47.263823-05"2022-09-05 07:02:47.272835-05"2022-09-05 07:02:47.272849-05
28892"1413"40042"t"2022-09-05 07:02:51.731005-05"2022-09-05 07:02:51.736414-05"2022-09-05 07:02:51.736427-05
28893"1413"39925"t"2022-09-05 07:02:53.485533-05"2022-09-05 07:02:53.490696-05"2022-09-05 07:02:53.490709-05
28894"1413"39995"t"2022-09-05 07:02:57.679848-05"2022-09-05 07:02:57.685107-05"2022-09-05 07:02:57.68512-05
28895"1413"40134"t"2022-09-05 07:03:00.067603-05"2022-09-05 07:03:00.072834-05"2022-09-05 07:03:00.072846-05
28896"1413"39996"t"2022-09-05 07:03:03.921801-05"2022-09-05 07:03:03.92718-05"2022-09-05 07:03:03.927196-05
28897"1413"40086"t"2022-09-05 07:03:06.466997-05"2022-09-05 07:03:06.47309-05"2022-09-05 07:03:06.473101-05
28898"1413"40101"t"2022-09-05 07:03:07.524971-05"2022-09-05 07:03:07.530429-05"2022-09-05 07:03:07.530447-05
28899"1413"40062"t"2022-09-05 07:03:11.649621-05"2022-09-05 07:03:11.655007-05"2022-09-05 07:03:11.655019-05
28900"1413"40160"t"2022-09-05 07:03:11.937233-05"2022-09-05 07:03:11.942625-05"2022-09-05 07:03:11.942637-05
28901"1413"39976"t"2022-09-05 07:03:18.003167-05"2022-09-05 07:03:18.012866-05"2022-09-05 07:03:18.012878-05
28902"1413"40079"t"2022-09-05 07:03:18.005282-05"2022-09-05 07:03:18.0165-05"2022-09-05 07:03:18.016513-05
28903"1413"40114"t"2022-09-05 07:03:21.009947-05"2022-09-05 07:03:21.015243-05"2022-09-05 07:03:21.015255-05
28904"1413"40486"t"2022-09-05 07:03:24.752199-05"2022-09-05 07:03:24.75746-05"2022-09-05 07:03:24.757473-05
28905"1413"40073"t"2022-09-05 07:03:29.092968-05"2022-09-05 07:03:29.098153-05"2022-09-05 07:03:29.098165-05
28906"1413"39924"t"2022-09-05 07:03:29.995013-05"2022-09-05 07:03:30.000214-05"2022-09-05 07:03:30.000232-05
28907"1413"39980"t"2022-09-05 07:03:32.326532-05"2022-09-05 07:03:32.337591-05"2022-09-05 07:03:32.337604-05
28908"1413"39899"t"2022-09-05 07:03:34.994213-05"2022-09-05 07:03:34.999469-05"2022-09-05 07:03:34.999481-05
28909"1413"40094"t"2022-09-05 07:03:39.452712-05"2022-09-05 07:03:39.458341-05"2022-09-05 07:03:39.458353-05
28910"1413"40075"t"2022-09-05 07:03:40.227986-05"2022-09-05 07:03:40.23311-05"2022-09-05 07:03:40.233121-05
28911"1413"40024"t"2022-09-05 07:03:43.462785-05"2022-09-05 07:03:43.467805-05"2022-09-05 07:03:43.467817-05
28912"1413"40137"t"2022-09-05 07:03:44.07974-05"2022-09-05 07:03:44.084665-05"2022-09-05 07:03:44.084677-05
28913"1413"39953"t"2022-09-05 07:03:45.47884-05"2022-09-05 07:03:45.483984-05"2022-09-05 07:03:45.483996-05
28914"1413"39919"t"2022-09-05 07:03:52.775323-05"2022-09-05 07:03:52.780365-05"2022-09-05 07:03:52.780377-05
28915"1413"39998"t"2022-09-05 07:03:55.212755-05"2022-09-05 07:03:55.21783-05"2022-09-05 07:03:55.217842-05
28916"1413"40030"t"2022-09-05 07:03:55.703877-05"2022-09-05 07:03:55.709647-05"2022-09-05 07:03:55.709659-05
28917"1413"39902"t"2022-09-05 07:03:59.593431-05"2022-09-05 07:03:59.598307-05"2022-09-05 07:03:59.598318-05
28918"1413"39917"t"2022-09-05 07:03:59.63908-05"2022-09-05 07:03:59.646108-05"2022-09-05 07:03:59.646119-05
28919"1413"39932"t"2022-09-05 07:04:00.972301-05"2022-09-05 07:04:00.977601-05"2022-09-05 07:04:00.977614-05
28920"1413"40015"t"2022-09-05 07:04:03.964181-05"2022-09-05 07:04:03.970028-05"2022-09-05 07:04:03.970041-05
28921"1413"40143"t"2022-09-05 07:04:05.004908-05"2022-09-05 07:04:05.010389-05"2022-09-05 07:04:05.010408-05
28922"1413"39903"t"2022-09-05 07:04:07.014602-05"2022-09-05 07:04:07.020146-05"2022-09-05 07:04:07.02016-05
28923"1413"40007"t"2022-09-05 07:04:09.236367-05"2022-09-05 07:04:09.244331-05"2022-09-05 07:04:09.244352-05
28924"1413"40162"t"2022-09-05 07:04:11.364241-05"2022-09-05 07:04:11.369642-05"2022-09-05 07:04:11.369654-05
28925"1413"40141"t"2022-09-05 07:04:14.554881-05"2022-09-05 07:04:14.560364-05"2022-09-05 07:04:14.560376-05
28926"1413"40087"t"2022-09-05 07:04:15.217364-05"2022-09-05 07:04:15.232241-05"2022-09-05 07:04:15.232254-05
28927"1413"40130"t"2022-09-05 07:04:17.148981-05"2022-09-05 07:04:17.154239-05"2022-09-05 07:04:17.154251-05
28928"1413"40481"t"2022-09-05 07:04:17.984135-05"2022-09-05 07:04:17.990134-05"2022-09-05 07:04:17.990147-05
28929"1413"40097"t"2022-09-05 07:04:22.147436-05"2022-09-05 07:04:22.152778-05"2022-09-05 07:04:22.152792-05
28930"1413"39914"t"2022-09-05 07:04:25.461967-05"2022-09-05 07:04:25.467354-05"2022-09-05 07:04:25.467366-05
28931"1413"39926"t"2022-09-05 07:04:25.533477-05"2022-09-05 07:04:25.539024-05"2022-09-05 07:04:25.539036-05
28932"1413"40013"t"2022-09-05 07:04:27.054063-05"2022-09-05 07:04:27.065086-05"2022-09-05 07:04:27.065099-05
28933"1413"39897"t"2022-09-05 07:04:27.664006-05"2022-09-05 07:04:27.675486-05"2022-09-05 07:04:27.675498-05
28934"1413"40106"t"2022-09-05 07:04:28.460182-05"2022-09-05 07:04:28.469924-05"2022-09-05 07:04:28.469936-05
28935"1413"40043"t"2022-09-05 07:04:33.265318-05"2022-09-05 07:04:33.270522-05"2022-09-05 07:04:33.270535-05
28936"1413"40128"t"2022-09-05 07:04:33.686451-05"2022-09-05 07:04:33.692261-05"2022-09-05 07:04:33.692273-05
28937"1413"40047"t"2022-09-05 07:04:39.925967-05"2022-09-05 07:04:39.931033-05"2022-09-05 07:04:39.931044-05
28938"1413"40116"t"2022-09-05 07:04:40.494855-05"2022-09-05 07:04:40.499804-05"2022-09-05 07:04:40.499832-05
28939"1413"39967"t"2022-09-05 07:04:41.899911-05"2022-09-05 07:04:41.905037-05"2022-09-05 07:04:41.905047-05
28940"1413"40016"t"2022-09-05 07:04:43.845287-05"2022-09-05 07:04:43.850595-05"2022-09-05 07:04:43.850607-05
28941"1413"39921"t"2022-09-05 07:04:46.809123-05"2022-09-05 07:04:46.816146-05"2022-09-05 07:04:46.816166-05
28942"1413"40039"t"2022-09-05 07:04:46.990645-05"2022-09-05 07:04:46.996255-05"2022-09-05 07:04:46.996268-05
28943"1413"39910"t"2022-09-05 07:04:51.801866-05"2022-09-05 07:04:51.806978-05"2022-09-05 07:04:51.80699-05
28944"1413"39997"t"2022-09-05 07:04:52.715122-05"2022-09-05 07:04:52.720561-05"2022-09-05 07:04:52.720573-05
28945"1413"39982"t"2022-09-05 07:04:54.130751-05"2022-09-05 07:04:54.136059-05"2022-09-05 07:04:54.136071-05
28947"1413"40067"t"2022-09-05 07:05:05.064701-05"2022-09-05 07:05:05.075362-05"2022-09-05 07:05:05.075375-05
28948"1413"40090"t"2022-09-05 07:05:05.674977-05"2022-09-05 07:05:05.686127-05"2022-09-05 07:05:05.68614-05
28950"1413"39962"t"2022-09-05 07:05:08.276266-05"2022-09-05 07:05:08.281331-05"2022-09-05 07:05:08.281344-05
28951"1413"40092"t"2022-09-05 07:05:10.606947-05"2022-09-05 07:05:10.612195-05"2022-09-05 07:05:10.612208-05
28952"1413"40133"t"2022-09-05 07:05:19.794092-05"2022-09-05 07:05:19.799234-05"2022-09-05 07:05:19.799246-05
28953"1413"40019"t"2022-09-05 07:05:25.457148-05"2022-09-05 07:05:25.463824-05"2022-09-05 07:05:25.463836-05
28954"1413"40026"t"2022-09-05 07:05:44.521333-05"2022-09-05 07:05:44.526334-05"2022-09-05 07:05:44.526345-05
28955"1413"40056"t"2022-09-05 07:05:46.772358-05"2022-09-05 07:05:46.777429-05"2022-09-05 07:05:46.77744-05
28949"1413"39943"t"2022-09-05 07:06:17.537091-05"2022-09-05 07:05:07.477543-05"2022-09-05 07:06:17.54343-05
28956"1413"40139"t"2022-09-05 07:07:03.063136-05"2022-09-05 07:07:03.068202-05"2022-09-05 07:07:03.068214-05
28957"1413"40096"t"2022-09-05 07:07:21.735769-05"2022-09-05 07:07:21.740825-05"2022-09-05 07:07:21.740836-05
28958"1413"40151"t"2022-09-05 07:07:27.995578-05"2022-09-05 07:07:28.000754-05"2022-09-05 07:07:28.000766-05
28959"1413"40036"t"2022-09-05 07:07:31.71504-05"2022-09-05 07:07:31.72003-05"2022-09-05 07:07:31.720041-05
28960"1413"39906"t"2022-09-05 07:07:37.236724-05"2022-09-05 07:07:37.241799-05"2022-09-05 07:07:37.241811-05
28961"1413"40121"t"2022-09-05 07:07:46.469875-05"2022-09-05 07:07:46.474883-05"2022-09-05 07:07:46.474896-05
28962"1413"39941"t"2022-09-05 07:07:52.744153-05"2022-09-05 07:07:52.749154-05"2022-09-05 07:07:52.749165-05
28963"1413"40064"t"2022-09-05 07:07:59.383229-05"2022-09-05 07:07:59.388468-05"2022-09-05 07:07:59.38848-05
28964"1413"39912"t"2022-09-05 07:08:04.894672-05"2022-09-05 07:08:04.899994-05"2022-09-05 07:08:04.900006-05
28965"1413"40147"t"2022-09-05 07:08:17.988445-05"2022-09-05 07:08:17.993682-05"2022-09-05 07:08:17.993694-05
28966"1413"39939"t"2022-09-05 07:08:32.427885-05"2022-09-05 07:08:32.437048-05"2022-09-05 07:08:32.43707-05
28967"1413"39971"t"2022-09-05 07:08:36.027089-05"2022-09-05 07:08:36.032398-05"2022-09-05 07:08:36.03241-05
28968"1413"40084"t"2022-09-05 07:08:44.504275-05"2022-09-05 07:08:44.509503-05"2022-09-05 07:08:44.509514-05
28969"1413"40152"t"2022-09-05 07:08:48.251948-05"2022-09-05 07:08:48.257994-05"2022-09-05 07:08:48.258008-05
28970"1413"39956"t"2022-09-05 07:08:53.272569-05"2022-09-05 07:08:53.277706-05"2022-09-05 07:08:53.277719-05
28971"1413"39918"t"2022-09-05 07:08:58.434897-05"2022-09-05 07:08:58.440283-05"2022-09-05 07:08:58.440295-05
28972"1413"40155"t"2022-09-05 07:09:05.594763-05"2022-09-05 07:09:05.60062-05"2022-09-05 07:09:05.600632-05
28973"1413"40077"t"2022-09-05 07:09:09.378398-05"2022-09-05 07:09:09.383329-05"2022-09-05 07:09:09.383342-05
28974"1413"40158"t"2022-09-05 07:09:15.274296-05"2022-09-05 07:09:15.279441-05"2022-09-05 07:09:15.279452-05
28946"1413"40081"t"2022-09-05 07:09:18.493625-05"2022-09-05 07:04:58.517852-05"2022-09-05 07:09:18.498805-05
28975"1413"40059"t"2022-09-05 07:09:22.832639-05"2022-09-05 07:09:22.837485-05"2022-09-05 07:09:22.837497-05
28976"1413"40040"t"2022-09-05 07:09:27.336423-05"2022-09-05 07:09:27.341703-05"2022-09-05 07:09:27.341714-05
28977"1413"40161"t"2022-09-05 07:09:35.500637-05"2022-09-05 07:09:35.506147-05"2022-09-05 07:09:35.50616-05
28978"1413"40093"t"2022-09-05 07:09:39.098221-05"2022-09-05 07:09:39.106805-05"2022-09-05 07:09:39.106828-05
28979"1413"35003"t"2022-09-05 07:09:43.177335-05"2022-09-05 07:09:43.182476-05"2022-09-05 07:09:43.182488-05
28980"1413"40156"t"2022-09-05 07:09:46.404941-05"2022-09-05 07:09:46.41032-05"2022-09-05 07:09:46.410332-05
28981"1413"39908"t"2022-09-05 07:09:54.657831-05"2022-09-05 07:09:54.663417-05"2022-09-05 07:09:54.663431-05
28982"1413"40023"t"2022-09-05 07:09:59.380777-05"2022-09-05 07:09:59.38591-05"2022-09-05 07:09:59.385923-05
28983"1413"39974"t"2022-09-05 07:10:11.492279-05"2022-09-05 07:10:11.499709-05"2022-09-05 07:10:11.499742-05
28984"1413"39898"t"2022-09-05 07:10:15.237421-05"2022-09-05 07:10:15.24263-05"2022-09-05 07:10:15.242642-05
28985"1413"39894"t"2022-09-05 07:10:18.85711-05"2022-09-05 07:10:18.862268-05"2022-09-05 07:10:18.862279-05
28986"1413"39993"t"2022-09-05 07:10:28.847111-05"2022-09-05 07:10:28.852357-05"2022-09-05 07:10:28.85237-05
28987"1413"40022"t"2022-09-05 07:10:33.325701-05"2022-09-05 07:10:33.333272-05"2022-09-05 07:10:33.33329-05
28988"1413"40150"t"2022-09-05 07:10:37.138117-05"2022-09-05 07:10:37.14354-05"2022-09-05 07:10:37.143552-05
28989"1413"40018"t"2022-09-05 07:15:47.732195-05"2022-09-05 07:15:47.738619-05"2022-09-05 07:15:47.738632-05
28990"1407"31505"t"2022-09-05 08:20:56.720053-05"2022-09-05 08:20:56.725417-05"2022-09-05 08:20:56.725443-05
28991"1407"31639"t"2022-09-05 08:21:04.563824-05"2022-09-05 08:21:04.568929-05"2022-09-05 08:21:04.56894-05
28992"1407"26237"t"2022-09-05 08:21:12.948882-05"2022-09-05 08:21:12.954-05"2022-09-05 08:21:12.954011-05
28993"1407"31487"t"2022-09-05 08:21:26.870985-05"2022-09-05 08:21:26.876136-05"2022-09-05 08:21:26.876148-05
28994"1407"31425"t"2022-09-05 08:21:28.027489-05"2022-09-05 08:21:28.032592-05"2022-09-05 08:21:28.032604-05
28995"1407"31436"t"2022-09-05 08:21:36.690158-05"2022-09-05 08:21:36.695284-05"2022-09-05 08:21:36.695295-05
28996"1407"39911"t"2022-09-05 08:21:43.994398-05"2022-09-05 08:21:44.000341-05"2022-09-05 08:21:44.000357-05
28997"1407"31373"t"2022-09-05 08:22:09.812197-05"2022-09-05 08:22:09.820524-05"2022-09-05 08:22:09.820543-05
28998"1407"31666"t"2022-09-05 08:22:26.289803-05"2022-09-05 08:22:26.294929-05"2022-09-05 08:22:26.294944-05
28999"1407"40021"t"2022-09-05 08:22:31.031262-05"2022-09-05 08:22:31.036393-05"2022-09-05 08:22:31.036405-05
29000"1407"39936"t"2022-09-05 08:22:35.686618-05"2022-09-05 08:22:35.692574-05"2022-09-05 08:22:35.692589-05
29001"1407"39957"t"2022-09-05 08:22:48.782884-05"2022-09-05 08:22:48.787899-05"2022-09-05 08:22:48.78791-05
29002"1407"31374"t"2022-09-05 08:22:52.785387-05"2022-09-05 08:22:52.790356-05"2022-09-05 08:22:52.790367-05
29003"1407"31353"t"2022-09-05 08:23:39.696974-05"2022-09-05 08:23:39.70423-05"2022-09-05 08:23:39.704248-05
29004"1407"31320"t"2022-09-05 08:23:45.935237-05"2022-09-05 08:23:45.940721-05"2022-09-05 08:23:45.940735-05
29005"1407"31323"t"2022-09-05 08:23:55.483044-05"2022-09-05 08:23:55.488224-05"2022-09-05 08:23:55.488236-05
29006"1407"40154"t"2022-09-05 08:23:59.051871-05"2022-09-05 08:23:59.057166-05"2022-09-05 08:23:59.057179-05
29007"1407"31576"t"2022-09-05 08:24:17.334616-05"2022-09-05 08:24:17.340032-05"2022-09-05 08:24:17.340045-05
29008"1407"31627"t"2022-09-05 08:24:48.936223-05"2022-09-05 08:24:48.941768-05"2022-09-05 08:24:48.94178-05
29009"1407"40102"t"2022-09-05 08:24:54.62947-05"2022-09-05 08:24:54.635334-05"2022-09-05 08:24:54.635346-05
29010"1407"40065"t"2022-09-05 08:25:46.715256-05"2022-09-05 08:25:46.720422-05"2022-09-05 08:25:46.720433-05
29011"1407"31339"t"2022-09-05 08:26:00.307763-05"2022-09-05 08:26:00.313171-05"2022-09-05 08:26:00.313202-05
29012"1407"39999"t"2022-09-05 08:26:19.822164-05"2022-09-05 08:26:19.827332-05"2022-09-05 08:26:19.827344-05
29013"1407"39963"t"2022-09-05 08:26:26.124491-05"2022-09-05 08:26:26.129595-05"2022-09-05 08:26:26.129606-05
29014"1407"31329"t"2022-09-05 08:27:00.228161-05"2022-09-05 08:27:00.233593-05"2022-09-05 08:27:00.233605-05
29015"1407"31321"t"2022-09-05 08:27:13.627488-05"2022-09-05 08:27:13.633201-05"2022-09-05 08:27:13.633241-05
29016"1407"40157"t"2022-09-05 08:27:14.803215-05"2022-09-05 08:27:14.808226-05"2022-09-05 08:27:14.808237-05
29017"1407"31564"t"2022-09-05 08:27:20.622424-05"2022-09-05 08:27:20.628408-05"2022-09-05 08:27:20.628426-05
29018"1407"39946"t"2022-09-05 08:27:36.743108-05"2022-09-05 08:27:36.750588-05"2022-09-05 08:27:36.750602-05
29020"1407"39945"t"2022-09-05 08:28:28.269859-05"2022-09-05 08:28:28.275274-05"2022-09-05 08:28:28.275288-05
29021"1407"40069"t"2022-09-05 08:28:35.15347-05"2022-09-05 08:28:35.158705-05"2022-09-05 08:28:35.158718-05
29022"1407"31461"t"2022-09-05 08:28:59.075957-05"2022-09-05 08:28:59.08132-05"2022-09-05 08:28:59.081332-05
29023"1407"31296"t"2022-09-05 08:29:05.004245-05"2022-09-05 08:29:05.009598-05"2022-09-05 08:29:05.00961-05
29024"1407"39951"t"2022-09-05 08:29:08.907376-05"2022-09-05 08:29:08.912958-05"2022-09-05 08:29:08.91297-05
29025"1407"39968"t"2022-09-05 08:29:17.37953-05"2022-09-05 08:29:17.384519-05"2022-09-05 08:29:17.38453-05
29026"1407"35448"t"2022-09-05 08:29:20.833785-05"2022-09-05 08:29:20.83956-05"2022-09-05 08:29:20.839573-05
29027"1407"31295"t"2022-09-05 08:29:33.139737-05"2022-09-05 08:29:33.145356-05"2022-09-05 08:29:33.145374-05
29028"1407"31397"t"2022-09-05 08:29:56.550874-05"2022-09-05 08:29:56.556004-05"2022-09-05 08:29:56.556017-05
29029"1407"39955"t"2022-09-05 08:30:07.228392-05"2022-09-05 08:30:07.233619-05"2022-09-05 08:30:07.233632-05
29030"1407"31439"t"2022-09-05 08:30:17.820477-05"2022-09-05 08:30:17.825649-05"2022-09-05 08:30:17.82566-05
29031"1407"31447"t"2022-09-05 08:30:44.874799-05"2022-09-05 08:30:44.885159-05"2022-09-05 08:30:44.885171-05
29032"1407"31455"t"2022-09-05 08:31:15.388466-05"2022-09-05 08:31:15.399672-05"2022-09-05 08:31:15.399685-05
29033"1407"40076"t"2022-09-05 08:31:32.625343-05"2022-09-05 08:31:32.635523-05"2022-09-05 08:31:32.635535-05
29034"1407"40046"t"2022-09-05 08:31:38.766201-05"2022-09-05 08:31:38.771361-05"2022-09-05 08:31:38.771373-05
29035"1407"31493"t"2022-09-05 08:31:56.760203-05"2022-09-05 08:31:56.765881-05"2022-09-05 08:31:56.765893-05
29036"1407"40050"t"2022-09-05 08:31:56.868011-05"2022-09-05 08:31:56.873248-05"2022-09-05 08:31:56.873261-05
29037"1407"31348"t"2022-09-05 08:32:30.273403-05"2022-09-05 08:32:30.27853-05"2022-09-05 08:32:30.278541-05
29038"1407"39964"t"2022-09-05 08:32:35.756507-05"2022-09-05 08:32:35.761753-05"2022-09-05 08:32:35.761765-05
29039"1407"31377"t"2022-09-05 08:32:39.912386-05"2022-09-05 08:32:39.917773-05"2022-09-05 08:32:39.917785-05
29040"1407"40017"t"2022-09-05 08:32:47.917506-05"2022-09-05 08:32:47.922849-05"2022-09-05 08:32:47.922864-05
29041"1407"39966"t"2022-09-05 08:32:54.909852-05"2022-09-05 08:32:54.915214-05"2022-09-05 08:32:54.915231-05
29042"1407"39965"t"2022-09-05 08:32:58.885619-05"2022-09-05 08:32:58.891359-05"2022-09-05 08:32:58.891372-05
29019"1407"39958"t"2022-09-05 08:33:00.987446-05"2022-09-05 08:28:12.226267-05"2022-09-05 08:33:00.992664-05
29043"1407"40068"t"2022-09-05 08:33:03.728753-05"2022-09-05 08:33:03.733879-05"2022-09-05 08:33:03.73389-05
29044"1407"31441"t"2022-09-05 08:33:19.095403-05"2022-09-05 08:33:19.103701-05"2022-09-05 08:33:19.103719-05
29045"1407"31394"t"2022-09-05 08:33:24.58807-05"2022-09-05 08:33:24.594282-05"2022-09-05 08:33:24.594311-05
29046"1407"31324"t"2022-09-05 08:33:30.247486-05"2022-09-05 08:33:30.252688-05"2022-09-05 08:33:30.252701-05
29047"1407"40011"t"2022-09-05 08:33:40.907378-05"2022-09-05 08:33:40.912608-05"2022-09-05 08:33:40.91262-05
29048"1407"40029"t"2022-09-05 08:33:43.065702-05"2022-09-05 08:33:43.070974-05"2022-09-05 08:33:43.070986-05
29049"1407"40004"t"2022-09-05 08:34:07.425511-05"2022-09-05 08:34:07.43107-05"2022-09-05 08:34:07.431083-05
29050"1407"31535"t"2022-09-05 08:34:31.489946-05"2022-09-05 08:34:31.496008-05"2022-09-05 08:34:31.496021-05
29051"1407"31524"t"2022-09-05 08:34:43.197996-05"2022-09-05 08:34:43.203259-05"2022-09-05 08:34:43.203271-05
29052"1407"39895"t"2022-09-05 08:34:56.64733-05"2022-09-05 08:34:56.652699-05"2022-09-05 08:34:56.652711-05
29053"1407"39952"t"2022-09-05 08:35:00.872819-05"2022-09-05 08:35:00.87878-05"2022-09-05 08:35:00.878792-05
29054"1407"31310"t"2022-09-05 08:35:09.905064-05"2022-09-05 08:35:09.910266-05"2022-09-05 08:35:09.910278-05
29055"1407"40078"t"2022-09-05 08:35:27.037214-05"2022-09-05 08:35:27.045394-05"2022-09-05 08:35:27.045416-05
29056"1407"39959"t"2022-09-05 08:35:29.152313-05"2022-09-05 08:35:29.157617-05"2022-09-05 08:35:29.15763-05
29057"1407"39960"t"2022-09-05 08:35:33.84711-05"2022-09-05 08:35:33.852488-05"2022-09-05 08:35:33.8525-05
29058"1407"31375"t"2022-09-05 08:35:41.583697-05"2022-09-05 08:35:41.589609-05"2022-09-05 08:35:41.589621-05
29059"1407"40027"t"2022-09-05 08:35:53.542731-05"2022-09-05 08:35:53.548885-05"2022-09-05 08:35:53.548898-05
29060"1407"31481"t"2022-09-05 08:36:00.521696-05"2022-09-05 08:36:00.52947-05"2022-09-05 08:36:00.52949-05
29061"1407"40025"t"2022-09-05 08:36:12.191514-05"2022-09-05 08:36:12.196739-05"2022-09-05 08:36:12.196751-05
29062"1407"31390"t"2022-09-05 08:36:17.362013-05"2022-09-05 08:36:17.36779-05"2022-09-05 08:36:17.367801-05
29063"1407"31475"t"2022-09-05 08:36:21.040831-05"2022-09-05 08:36:21.045878-05"2022-09-05 08:36:21.04589-05
29064"1407"31445"t"2022-09-05 08:36:22.751384-05"2022-09-05 08:36:22.756807-05"2022-09-05 08:36:22.756818-05
29065"1407"31313"t"2022-09-05 08:37:10.645326-05"2022-09-05 08:37:10.650373-05"2022-09-05 08:37:10.650384-05
29066"1407"31400"t"2022-09-05 08:37:16.409791-05"2022-09-05 08:37:16.415658-05"2022-09-05 08:37:16.415688-05
29067"1407"40002"t"2022-09-05 08:38:09.690007-05"2022-09-05 08:38:09.695435-05"2022-09-05 08:38:09.695449-05
